time,SSR
1741046400,8.38
1741132800,8.47
1741219200,8.78
1741305600,8.69
1741564800,7.76
1741651200,7.55
1741737600,7.97
1741824000,8.03
1741910400,7.77
1742169600,7.89
1742256000,8.03
1742342400,7.9
1742428800,8.28
1742515200,8.02
1742774400,8.19
1742860800,8.32
1742947200,8.29
1743033600,8.23
1743120000,8.25
1743379200,7.79
1743465600,7.82
1743552000,8.07
1743638400,7.8
1743724800,7.84
1743984000,7.42
1744070400,7.49
1744156800,7.22
1744243200,7.83
1744329600,7.54
1744588800,7.92
1744675200,8
1744761600,7.89
1744848000,7.92
1745193600,8.02
1745280000,8.24
1745366400,8.76
1745452800,8.75
1745539200,8.76
1745798400,8.68
1745884800,8.79
1745971200,8.69
1746057600,8.69
1746144000,8.89
1746403200,8.66
1746489600,8.69
1746576000,8.91
1746662400,8.93
1746748800,9.51
1747008000,9.57
1747094400,9.44
1747180800,9.56
1747267200,9.5
1747353600,9.52
1747612800,9.72
1747699200,9.65
1747785600,9.75
1747872000,9.97
1747958400,10.13
1748304000,9.9
1748390400,9.86
1748476800,9.76
1748563200,9.56
1748822400,9.57
1748908800,9.58
1748995200,9.51
1749081600,9.43
1749168000,9.15
1749427200,9.5
1749513600,9.91
1749600000,9.9
1749686400,9.74
1749772800,9.48
1750032000,9.44
1750118400,9.54
1750204800,9.35
1750377600,9.36
1750636800,9.03
1750723200,9.4
1750809600,9.43
1750896000,9.53
1750982400,9.48
1751241600,9.59
1751328000,9.49
1751414400,9.35
1751500800,9.62
1751846400,9.6
1751932800,9.53
1752019200,9.59
1752105600,9.77
1752192000,10.17
1752451200,10.37
1752537600,10.44
1752624000,10.29
1752710400,10.31
1752796800,10.3
1753056000,10.08
1753142400,10.08
1753228800,10.29
1753315200,10.19
1753401600,10.11
1753660800,10.19
1753747200,10.09
1753833600,10.08
1753920000,10.06
1754006400,9.88
1754265600,9.73
1754352000,9.8
1754438400,9.71
1754524800,9.79
1754611200,9.98
1754870400,10.1
1754956800,10.03
1755043200,10.12
1755129600,10.34
1755216000,9.89
1755475200,9.73
1755561600,9.62
1755648000,9.35
1755734400,9.48
1755820800,9.35
1756080000,9.41
1756166400,9.11
1756252800,9.21
1756339200,9.16
1756425600,9.21
1756771200,8.88
1756857600,9.02
1756944000,9.04
1757030400,8.96
1757116800,8.89
1757203200,8.97
1757289600,9.05
1757376000,9
1757462400,9.2
1757548800,9.31
1757635200,9.32
1757721600,9.29
1757808000,9.23
1757894400,9.24
1757980800,9.32
1758067200,9.28
1758153600,9.3
1758240000,9.18
1758326400,9.19
1758412800,9.14
1758499200,8.92
1758585600,8.85
1758672000,8.94
1758758400,8.59
1758844800,8.65
1758931200,8.63
1759017600,8.82
1759104000,9
1759190400,8.95
1759276800,9.29
1759363200,9.4
1759449600,9.48
1759536000,9.49
1759622400,9.55
1759708800,9.64
1759795200,9.36
1759881600,9.49
1759968000,9.35
1760054400,8.67
1760140800,8.49
1760227200,8.79
1760313600,8.8
1760400000,8.6
1760486400,8.43
1760572800,8.21
1760659200,8.07
1760745600,8.13
1760832000,8.23
1760918400,8.37
1761004800,8.37
1761091200,8.18
1761177600,8.11
1761264000,8.3
1761350400,8.3
1761436800,8.3
1761523200,8.63
1761609600,8.599
1761696000,8.503
1761782400,8.28
1761868800,8.162
1762128000,8.04
1762214400,7.669
1762300800,7.85
1762387200,7.65
1762473600,7.79
1762560000,7.71
1762646400,7.89
1762732800,7.98
1762819200,7.76
1762905600,7.65
1762992000,7.51
