time,ExchangeNetflow
1539820800,27871.27302
1539907200,26642.08753
1539993600,24006.31482
1540080000,10779.57889
1540166400,21305.47763
1540252800,19773.43472
1540339200,18810.06038
1540425600,16920.15468
1540512000,16493.32859
1540598400,12031.40653
1540684800,9884.841481
1540771200,22752.76855
1540857600,14969.91437
1540944000,20909.34952
1541030400,14658.33996
1541116800,15928.28752
1541203200,12055.67532
1541289600,16967.77243
1541376000,14898.20639
1541462400,19817.82057
1541548800,24550.69019
1541635200,27535.66451
1541721600,24938.96702
1541808000,19739.90221
1541894400,20831.2538
1541980800,21345.17496
1542067200,22151.42997
1542153600,81544.73521
1542240000,78185.0391
1542326400,55551.15453
1542412800,37293.76508
1542499200,34412.94037
1542585600,109723.5579
1542672000,169672.2328
1542758400,91791.65117
1542844800,55580.06525
1542931200,76728.89025
1543017600,90251.8056
1543104000,144763.6772
1543190400,134534.8656
1543276800,100461.7562
1543363200,131210.1637
1543449600,104654.6248
1543536000,96875.14487
1543622400,65032.00863
1543708800,59952.39015
1543795200,73978.05774
1543881600,73687.6278
1543968000,69416.107
1544054400,96384.37897
1544140800,134822.1778
1544227200,76672.43425
1544313600,64841.51246
1544400000,63840.80287
1544486400,53504.39627
1544572800,53783.9845
1544659200,64476.19836
1544745600,69662.95699
1544832000,47080.34561
1544918400,42853.55111
1545004800,96593.85021
1545091200,88875.87226
1545177600,130296.7456
1545264000,157502.3151
1545350400,136006.5019
1545436800,83182.38628
1545523200,77028.81221
1545609600,107347.7332
1545696000,103445.593
1545782400,81334.5891
1545868800,85073.16619
1545955200,87358.16848
1546041600,72827.43546
1546128000,57258.32497
1546214400,62092.32862
1546300800,55338.66206
1546387200,64783.36828
1546473600,59080.15357
1546560000,63172.26306
1546646400,59700.79538
1546732800,68010.66528
1546819200,70432.36139
1546905600,86581.87991
1546992000,67930.78564
1547078400,110802.3946
1547164800,75921.75295
1547251200,45069.24012
1547337600,52621.70568
1547424000,65200.311
1547510400,63295.2859
1547596800,69556.99456
1547683200,76586.99093
1547769600,59501.07632
1547856000,56294.90956
1547942400,63842.68217
1548028800,50909.24007
1548115200,64747.64932
1548201600,66656.57887
1548288000,61235.59275
1548374400,58692.72529
1548460800,58783.17003
1548547200,62999.87877
1548633600,87373.97424
1548720000,73284.98187
1548806400,65909.15883
1548892800,70991.92682
1548979200,48421.79479
1549065600,32972.51455
1549152000,34544.22797
1549238400,38046.86663
1549324800,40925.03843
1549411200,53450.93855
1549497600,34397.55087
1549584000,75014.95618
1549670400,41163.04345
1549756800,39779.64073
1549843200,44705.75118
1549929600,49999.51222
1550016000,43426.79595
1550102400,37028.35055
1550188800,37233.95096
1550275200,32493.87977
1550361600,40326.30689
1550448000,89842.13799
1550534400,73196.55884
1550620800,56023.25412
1550707200,48105.98157
1550793600,40386.67787
1550880000,51581.62496
1550966400,88093.92934
1551052800,55842.53873
1551139200,41656.48866
1551225600,45824.97672
1551312000,46649.16749
1551398400,32644.99966
1551484800,26366.93845
1551571200,22966.71367
1551657600,46332.4372
1551744000,45190.08048
1551830400,36572.16223
1551916800,39366.37459
1552003200,47187.57735
1552089600,41167.93622
1552176000,30423.69697
1552262400,64303.96745
1552348800,48196.12143
1552435200,38349.73611
1552521600,52741.83931
1552608000,48403.34686
1552694400,55623.65948
1552780800,43536.74791
1552867200,47292.57136
1552953600,44734.94573
1553040000,30463.49546
1553126400,62892.90308
1553212800,40419.92585
1553299200,38103.66073
1553385600,40562.59656
1553472000,56318.03032
1553558400,43905.78955
1553644800,51356.75815
1553731200,32115.38824
1553817600,47210.32923
1553904000,35299.52419
1553990400,27359.79302
1554076800,47169.79901
1554163200,152344.2087
1554249600,155580.6954
1554336000,90339.25896
1554422400,65261.1119
1554508800,64816.99302
1554595200,61350.84483
1554681600,80652.23904
1554768000,61776.50566
1554854400,71273.73874
1554940800,90248.3242
1555027200,61375.64217
1555113600,38184.0745
1555200000,40398.34889
1555286400,58133.62497
1555372800,52608.35155
1555459200,56105.42194
1555545600,54591.45743
1555632000,54181.48632
1555718400,42848.94945
1555804800,51858.73201
1555891200,56885.16658
1555977600,73181.84239
1556064000,81555.93691
1556150400,81846.59666
1556236800,85001.87436
1556323200,38269.41373
1556409600,37140.91273
1556496000,42149.8237
1556582400,46069.74584
1556668800,40763.35175
1556755200,48336.00512
1556841600,80967.36739
1556928000,69425.40078
1557014400,48986.1632
1557100800,49459.86193
1557187200,73023.33986
1557273600,50589.26012
1557360000,58075.49351
1557446400,74983.3222
1557532800,127628.2085
1557619200,149941.1968
1557705600,145950.0827
1557792000,131400.2747
1557878400,65548.14923
1557964800,21284.25293
1558051200,32706.86459
1558137600,9684.38048
1558224000,19213.94009
1558310400,16541.66933
1558396800,9428.041564
1558483200,10534.30161
1558569600,10809.14093
1558656000,11886.10995
1558742400,4707.421424
1558828800,11094.70543
1558915200,11890.34399
1559001600,7780.889332
1559088000,9646.157995
1559174400,19082.69482
1559260800,12228.43116
1559347200,6536.08666
1559433600,5891.200607
1559520000,12557.67322
1559606400,19523.48908
1559692800,11596.44187
1559779200,10421.42168
1559865600,10491.50045
1559952000,5909.826281
1560038400,5249.195727
1560124800,8987.992903
1560211200,6955.957107
1560297600,10430.97385
1560384000,8966.12048
1560470400,10909.39015
1560556800,6961.163961
1560643200,19035.27738
1560729600,15396.75211
1560816000,13684.60874
1560902400,6240.541592
1560988800,10421.74115
1561075200,16024.72113
1561161600,21154.13432
1561248000,10884.49145
1561334400,10511.14909
1561420800,16461.12873
1561507200,48354.0005
1561593600,47850.26326
1561680000,25821.75252
1561766400,17610.31544
1561852800,17816.55613
1561939200,29570.23021
1562025600,28978.07592
1562112000,29718.52522
1562198400,17718.5902
1562284800,20392.41299
1562371200,14409.3732
1562457600,12525.79114
1562544000,19277.87604
1562630400,20361.016
1562716800,29210.21379
1562803200,25981.70755
1562889600,16442.71571
1562976000,17941.74865
1563062400,22259.35628
1563148800,31688.45425
1563235200,31498.78728
1563321600,29973.73516
1563408000,33314.12593
1563494400,25948.89845
1563580800,22609.30869
1563667200,9619.800474
1563753600,21933.03363
1563840000,22939.63817
1563926400,24048.23704
1564012800,21459.16986
1564099200,21539.59802
1564185600,27694.65051
1564272000,20681.01574
1564358400,21894.20683
1564444800,21778.16051
1564531200,24827.41591
1564617600,22014.6391
1564704000,23501.08863
1564790400,20539.32127
1564876800,21228.89467
1564963200,33188.48595
1565049600,31732.34566
1565136000,31009.69511
1565222400,24327.64774
1565308800,19493.43999
1565395200,18204.49543
1565481600,13976.62234
1565568000,11529.24702
1565654400,18587.92577
1565740800,27786.55852
1565827200,35828.39796
1565913600,28249.04186
1566000000,17554.38344
1566086400,15389.50974
1566172800,19207.32851
1566259200,16621.90795
1566345600,23662.25788
1566432000,20732.05205
1566518400,16259.92911
1566604800,17064.54744
1566691200,16817.03167
1566777600,20774.74518
1566864000,15115.54391
1566950400,20322.43113
1567036800,19674.82448
1567123200,14899.97865
1567209600,6238.187344
1567296000,7633.247749
1567382400,13989.84915
1567468800,20245.99869
1567555200,17908.70496
1567641600,10281.1541
1567728000,18297.84189
1567814400,6642.980389
1567900800,6367.715986
1567987200,11664.95927
1568073600,9092.032607
1568160000,8146.649615
1568246400,8454.798597
1568332800,6774.889964
1568419200,4878.83203
1568505600,4271.173643
1568592000,7719.467911
1568678400,6634.204711
1568764800,5261.487745
1568851200,11541.66455
1568937600,5766.650137
1569024000,5417.364403
1569110400,4620.46975
1569196800,7602.857486
1569283200,37472.64691
1569369600,22000.71819
1569456000,20837.90311
1569542400,12607.26789
1569628800,7964.133705
1569715200,7122.124977
1569801600,12833.44507
1569888000,12614.20118
1569974400,6386.283633
1570060800,10315.50451
1570147200,7749.084278
1570233600,5530.513607
1570320000,8949.789402
